업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
천마산숯불촌,강원도 원주시 문막읍 문막시장3길 62,"왕갈비, 삼겹살",2009-05-11,2009-06-03,2010-07-27
송탄부대찌개이정,강원도 원주시 라옹정길 51-7 (관설동),부대찌개,2007-09-18,2007-12-05,2012-10-30
청정고을순대(태장점),강원도 원주시 북원로2704번길 55 (태장동),순대국밥,2007-09-18,2007-12-05,2020-12-02
꽃살문(원주점),"강원도 원주시 로아노크로 8, 1~2층 (단계동)",등심,2007-05-21,2007-07-10,2016-03-08
대관령갈비명가,강원도 원주시 남원로 621 (명륜동),갈비,2007-05-18,2007-07-10,2020-12-02
오미궁가든,"강원도 원주시 행구로 481, 1층 (행구동)",오골계구이,2009-10-19,2009-11-17,2011-01-28
대관령감자탕,강원도 원주시 문막읍 왕건로 37-6,감자탕,2007-09-18,2007-12-05,2020-12-02
바른맥주원주봉화산점,강원도 원주시 백간공원길 13 (단계동),삼겹살,2007-09-18,2007-12-05,
형제곰탕,강원도 원주시 천사로 14-2 (단계동),곰탕,2008-09-30,2008-11-18,2020-12-02
풀젠,"강원도 원주시 단관길 108 (단구동,,3)",,2008-04-25,2008-06-23,
용이네식당,"강원도 원주시 무실로 106, 1층 (일산동)",생선구이,2009-04-29,2009-06-03,2013-09-23
봉선루,"강원도 원주시 행구로 259, 1층 (행구동)",자장면,2010-04-30,2010-06-24,2020-12-02
강릉집(단계점),"강원도 원주시 장미공원길 67-16 (단계동,(2층))",해산물,2009-05-08,2009-06-03,2010-07-27
만나칼국수,강원도 원주시 모래내길 47-1 (단계동),칼국수,2009-05-20,2009-06-03,2020-12-02
우향정,강원도 원주시 북원로 2232-13 (단계동),장어숯불구이,2008-04-25,2008-06-23,2013-02-21
도토리나무,강원도 원주시 섬밭들2길 1-2 (무실동),묵은지찌개,2009-05-01,2009-06-03,2010-07-27
와우촌,"강원도 원주시 나비허리길 57-1, 신성미소지움아파트 1층,2층 (단구동)","등심, 한우구이",2008-09-30,2008-11-18,2013-02-12
김가네원주추어탕,"강원도 원주시 단관공원길 90-3 (단구동, 1층)",추어탕,2010-04-30,2010-06-24,2020-12-02
송탄부대찌개(태장점),강원도 원주시 현충로 300 (태장동),부대찌개,2010-11-20,2010-12-07,
옛골,강원도 원주시 지정면 가곡평장길 5,한식,2010-10-13,2010-12-07,2020-12-02
소담오향족발(본점),강원도 원주시 천사로 23-1 (단계동),생선찜,2009-05-20,2009-06-03,2011-07-20
청송횟집,강원도 원주시 치악로 1766 (개운동),일식,2009-05-18,2009-06-03,2011-07-20
유의자능이백숙전문,강원도 원주시 로아노크로 3 (단계동),"버섯, 닭요리",2009-05-08,2009-06-03,2013-10-31
아로와나,"강원도 원주시 서원대로 121-1, 7층 (단계동)",해산물,2009-05-08,2009-06-03,2011-07-20
한우한마당,강원도 원주시 단구로 354-3 (단구동),갈비살,2009-10-13,2009-11-17,2014-12-22
호반닭갈비.막국수,"강원도 원주시 일산로 29, 2층 (일산동)",닭갈비,2010-04-26,2010-06-24,2013-10-31
진골가든,강원도 원주시 소초면 구룡사로 110,더덕백반,2012-10-26,2012-11-27,2020-12-02
우리소,강원도 원주시 지정면 소금산길 14 (외1필지),한우,2009-05-08,2009-06-03,2020-12-02
동막골한우,"강원도 원주시 서원대로 121-9 (단계동, 101호)",한우,2009-05-08,2009-06-03,2013-10-31
장어마을,"강원도 원주시 서원대로 121-9 (단계동, 102호)",장어구이,2010-10-20,2010-12-07,2013-10-31
명륜진사갈비(태장점),"강원도 원주시 현충로 225 (태장동,(가동))",한우,2009-05-08,2009-06-03,
송탄부대찌개,강원도 원주시 문막읍 왕건로 33,부대찌개,2020-06-02,2020-06-02,2020-12-02
윤가네숯불구이,강원도 원주시 태장둔치길 23 (태장동),돼지갈비,2009-10-19,2009-11-17,
치악골(단관점),"강원도 원주시 치악고교길 25-3, 1층 (관설동)",쌈밥,2011-04-20,2011-06-14,2020-12-02
스타카페,"강원도 원주시 문막읍 귀문로 1358 ((1,2층))",경양식,2009-10-20,2009-11-17,
병천오리집,강원도 원주시 백간공원길 19-2 (단계동),오리,2009-10-16,2009-11-17,2012-11-29
운채소고기세번째이야기,"강원도 원주시 고문골길 48 (행구동,(1층))",소고기,2019-11-01,2019-11-01,2020-12-02
산야초밥상,강원도 원주시 소초면 치악로 2367-2,막국수,2010-04-30,2010-06-24,2020-12-02
명동닭한마리칼국수,"강원도 원주시 운곡로 68, 지상1층 (행구동)",콩나물두부찜,2014-09-01,2014-09-01,
남경막국수(무실점),"강원도 원주시 무실밤골길 29-1 (무실동, 무실먹거리단지 4동)",막국수,2010-04-23,2010-06-24,2013-10-31
강릉동치미막국수본점,강원도 원주시 행구로 266 (행구동),막국수,2009-10-15,2009-11-17,2013-10-31
뉴욕바닷가재원주점,"강원도 원주시 무실밤골길 29 (무실동, 5동)",바닷가재구이,2014-11-12,2014-11-12,
한라관,"강원도 원주시 무실밤골길 29-2 (무실동, 3동)",한우,2010-05-06,2010-06-24,
삼교리동치미막국수,강원도 원주시 북원로 1843 (무실동),"막국수,수육",2010-10-20,2010-12-07,2020-12-02
일미풍천장어,강원도 원주시 판부면 남원로 353-3,장어구이,2014-10-14,2014-11-04,
허선웅닭갈비,"강원도 원주시 백간공원길 17-3 (단계동,(1층))",닭갈비,2015-04-15,2015-05-22,2016-08-24
블랙앵거스스테이크하우스,"강원도 원주시 서원대로 502 (단구동,(골드프라자 3층))",참치회,2010-05-01,2010-06-24,
(신)낭띠타운,강원도 원주시 소초면 송황유사길 98,오리고기,2010-05-03,2014-05-21,2015-06-08
진지한상,"강원도 원주시 우산공단길 24, 원주근로자종합복지관동 1층 (우산동, 웨스포센터)",한식,2010-05-03,2010-06-24,2013-09-10
통하우스,"강원도 원주시 운곡로 136 (행구동, (2층))",곤드레밥,2010-04-30,2010-06-24,2012-10-30
낭주골웰빙타운,"강원도 원주시 아랫거름터길 19 (행구동,(2층))",한정식,2012-04-27,2012-07-24,2013-06-12
윤가냉면,강원도 원주시 판부면 매봉길 16-13,냉면,2010-04-23,2010-06-24,2020-12-02
루나리치,"강원도 원주시 단관공원길 84-16 (단구동, 외1필지)","피자,파스타",2010-05-06,2010-06-24,2012-10-30
채근당,강원도 원주시 만대공원길 10 (무실동),한정식,2010-05-06,2010-06-24,2013-10-31
월남쌈김상사단계점,"강원도 원주시 서원대로 119, 지상1층 (단계동)",코다리조림,2017-04-12,2017-06-01,
채선당단계점,강원도 원주시 천사로 16-4 (단계동),샤브샤브,2010-10-20,2010-12-07,2016-07-05
자스민,"강원도 원주시 섬밭들2길 20-1, 1층 (무실동)",중화요리,2010-11-04,2010-12-07,2020-12-02
미소야메가박스원주점,"강원도 원주시 서원대로 165-3 (단계동,(1층))",돈가스.우동,2017-04-11,2017-06-01,2020-12-02
비룡손짜장,"강원도 원주시 문막읍 원문로 1314, 1층",낙지철판,2010-10-15,2010-12-07,
본가장수촌,강원도 원주시 천매봉길 32-16 (단구동),"닭, 오리",2013-10-04,2013-10-31,
최강달인함흥냉면,"강원도 원주시 섬밭들1길 34-9, 1층 (무실동)",냉면,2010-10-20,2010-12-07,2012-11-27
참치바다,강원도 원주시 서원대로 119 (단계동),참치회,2014-10-14,2014-11-03,
차이나차이나,"강원도 원주시 시청로 74 (무실동, 에이스빌딩303호)",항아리해물짬뽕,2010-10-20,2010-12-07,
전가네예쁜감자탕,강원도 원주시 만대공원길 48-10 (무실동),낙지덥밥,2010-10-20,2010-12-07,2013-11-12
지박사막국수(무실점),강원도 원주시 지니기길 11 (무실동),"막국수,편육",2010-10-20,2010-12-07,2020-12-02
이래샤브샤브,"강원도 원주시 북원로2704번길 49, 지상1층 (태장동)",소고기샤브샤브,2010-10-20,2010-12-07,2015-08-25
부산횟집,강원도 원주시 만대공원길 56 (무실동),모듬회,2011-10-31,2011-12-05,2020-12-02
선화전복삼계탕본점,"강원도 원주시 만대공원길 7 (무실동,(1층))",삼계탕,2020-06-02,2020-06-02,2020-12-02
천광막국수참숯석불고기,"강원도 원주시 시청로 3, 1층 (무실동, 114~118호)",막국수,2011-04-22,2011-06-14,2012-11-29
송탄부대찌개단계본점,강원도 원주시 천사로 16-4 (단계동),부대찌개,2014-10-14,2014-11-03,2020-12-02
동해막국수(흥업점),"강원도 원주시 흥업면 사제로 54, 1층",막국수,2011-04-22,2011-06-14,2020-12-02
미가스시,강원도 원주시 금불2길 10 (단계동),"참치,초밥",2014-10-14,2014-11-03,2020-12-02
콧등치기,강원도 원주시 남산로 110 (일산동),"족발,국수",2011-10-21,2011-12-05,2020-12-02
미향,강원도 원주시 장미공원길 16 (단계동),한정식,2011-10-19,2011-12-05,2020-12-02
행복한우동가게단계점,"강원도 원주시 천사로 12, 101,102호 (단계동)",우동,2020-06-02,2020-06-02,2020-12-02
디누보스시베이원주점,"강원도 원주시 시청로 3 (무실동,(로얄타워7층))",뷔페,2012-10-26,2012-11-27,2013-10-31
이레버섯샤브칼국수,"강원도 원주시 중앙로 61, 지상1층 (중앙동)","샤브샤브,칼국수",2012-04-27,2012-07-24,2020-12-02
미술관원주단계점,"강원도 원주시 천사로 72 (단계동,(1층))",갈매기살구이,2017-04-07,2017-06-01,
조가네갑오징어원주점,강원도 원주시 판부면 내남송길 98-7,갑오징어불고기,2011-10-21,2011-11-01,2015-05-01
갈촌126,"강원도 원주시 갈촌길 126 (관설동,(1층))","돌솥밥, 한정식",2012-04-27,2012-07-24,2013-10-31
머구소감자탕갈비탕,"강원도 원주시 동부순환로 297 (행구동,(1~2층))",감자탕,2012-04-27,2012-07-24,2020-12-02
평창송어,강원도 원주시 운곡로 152 (행구동),송어회,2012-04-27,2012-07-24,2020-12-02
숙이네포장마차무실점,강원도 원주시 봉바위길 46 (무실동),"굴밥, 쌈밥",2013-04-12,2013-05-01,
오향골송어,"강원도 원주시 못골길 127 (행구동,1동)",송어회,2013-10-01,2013-10-31,2020-12-02
송천장어,강원도 원주시 장미공원길 13 (단계동),장어,2012-04-27,2012-07-24,
금대리막국수,강원도 원주시 판부면 치악로 1008 (외 4필지),막국수,2012-10-26,2012-11-27,2020-12-02
소담(본점),강원도 원주시 소초면 하황골길 45-17 (외12필지(원주관광농원1)),영양돌솥밥,2016-05-03,2016-06-02,2020-12-02
효춘천닭갈비본점,"강원도 원주시 바우골길 12, 1층 (단계동)",닭갈비,2020-06-02,2020-06-02,2021-10-25
청솔가든,강원도 원주시 청솔길 40-7 (행구동),송어회,2012-04-27,2012-07-24,
(주)항아리보쌈돌돌이김치본점,"강원도 원주시 서원대로 121-7 (단계동,(1층))",보쌈,2015-04-15,2015-05-22,2021-06-10
소하소,"강원도 원주시 늘품로 193 (반곡동,외1필지)",고기구이,2014-04-14,2014-05-21,2020-12-02
큰손생삼겹살,강원도 원주시 단구로 76-2 (단계동),삼겹살,2020-06-02,2020-06-02,2022-07-15
메밀꽃막국수,강원도 원주시 문막읍 건등로 22,막국수,2013-10-31,2013-10-31,2020-12-02
섬강한우촌,강원도 원주시 지정면 구재로 16,"한우, 한정식",2013-04-12,2013-05-01,2020-12-02
샤브향,"강원도 원주시 만대로 16 (무실동,외3필지(423-10,423-12,436-5))","샤브샤브, 칼국수",2013-10-31,2013-10-31,2020-12-02
일미리금계찜닭,강원도 원주시 장미공원길 90 (단계동),찜닭,2014-10-14,2014-11-03,2020-12-02
함지박무실점,강원도 원주시 봉바위길 3-1 (무실동),백반,2018-04-12,2018-05-15,2020-12-02
낙지촌해물나라,강원도 원주시 만대공원길 64 (무실동),낙지볶음,2015-04-15,2015-05-22,2015-11-19
돼지문화원,강원도 원주시 지정면 송정로 130,돼지고기,2012-10-26,2012-11-27,2013-10-31
킨쇼,"강원도 원주시 금불4길 28, 1층 (단계동)",회,2019-04-18,2019-06-18,2020-12-02
푸주옥,강원도 원주시 남원로 652 (개운동),설렁탕,2012-10-26,2012-11-27,2013-10-31
통영횟집,"강원도 원주시 만대공원길 14-1 (무실동, 1층)",생선회,2015-04-15,2015-05-22,
더밥상,"강원도 원주시 원문로 143, 102-4호 (단계동)",백반,2015-04-15,2015-05-22,
카페553원주본점,"강원도 원주시 꽃밭머리길 86-17, 1층 (행구동)",양식,2013-10-31,2013-10-31,2020-12-02
큰돈참숯불구이,"강원도 원주시 송삼길 211, 1층 (무실동)","삼겹살, 갈비",2013-04-12,2013-05-01,2015-03-13
백정투플러스,"강원도 원주시 남원로 530, 2층 (단구동)",소고기,2019-04-04,2019-06-18,2020-12-02
문막골,"강원도 원주시 문막읍 왕건로 22, 1층","고기, 갈비탕",2013-04-12,2013-05-01,2020-12-02
한식뷔페원미,"강원도 원주시 단관길 67-30, 1층 (단구동)",뷔폐,2013-10-04,2013-10-31,2020-12-02
해송,"강원도 원주시 판부면 내도매길 96, 1층",해물탕,2013-04-12,2013-05-01,2020-12-02
거진항코다리,"강원도 원주시 천사로 23-13, 1층 (단계동)",생선회,2014-04-10,2014-05-21,2020-12-02
들꽃가든,"강원도 원주시 지정면 월송석화로 488, 제2동, 제3동 지상1층","쌈밥,한우",2020-06-02,2020-06-02,2020-12-02
간현막국수,"강원도 원주시 지정면 간현로 174, 1,2층",막국수,2021-04-15,2021-06-10,
저팔계(무실점),"강원도 원주시 만대공원길 24-4, 1층 (무실동)",삼겹살,2015-04-15,2015-05-22,2020-12-02
나들이가든,"강원도 원주시 지정면 정골길 10, 1층",등심,2014-10-14,2014-11-03,
일호감자탕(문막점),"강원도 원주시 문막읍 건등로 18, 지상1층",감자탕,2014-04-08,2014-05-21,
샤브리안원주점,"강원도 원주시 향교길 46, 지상1층 (명륜동)",샤브샤브,2014-04-11,2014-05-21,2020-12-02
원주진장어,"강원도 원주시 백간공원길 23 (단계동, 1층)",고기구이,2018-04-11,2018-05-15,2020-12-02
담채한정식,"강원도 원주시 봉바위길 42, 1층 (무실동)",한정식,2014-04-07,2014-05-21,
황후수제갈비,"강원도 원주시 지정면 월송석화로 288, 2층",한우숯불구이,2016-05-10,2016-06-02,
한가터송어회,"강원도 원주시 한가터길 122 (반곡동, 1층)",송어회,2014-10-14,2014-11-04,2020-12-02
황금목장,"강원도 원주시 영랑길 22, 2층 (행구동)",한우구이,2015-04-15,2015-05-22,2020-12-02
돈우촌,"강원도 원주시 로아노크로 30, 지상1층 (무실동)",삼겹살,2016-05-02,2016-06-02,
종로상회,"강원도 원주시 천사로 14-4, 지상1층 (단계동)",삼겹살,2014-10-14,2014-11-03,2021-06-10
자감촌부엌,"강원도 원주시 흥업면 사제로 87-1, 1층",돈까스,2017-04-10,2017-06-01,2020-12-02
우담,"강원도 원주시 능라동길 47, 401호 (무실동)",한우구이,2015-04-15,2015-05-22,2022-04-05
초미가,"강원도 원주시 봉바위길 21 (무실동, 지상1층)",갈비,2015-04-15,2015-05-22,
홍가숯불갈비유한회사,"강원도 원주시 감영길 12 (원동, 외1필지 지상1층)",막국수,2015-04-15,2015-05-22,2020-12-02
미소참치회,"강원도 원주시 천사로 16-3, 1층 (단계동)",참치회,2019-04-18,2019-06-18,2020-12-02
푸실,"강원도 원주시 흥업면 자재기길 46-2, 지상1층",스테이크,2018-04-18,2018-05-15,2020-12-02
이정한우국밥,"강원도 원주시 문막읍 세오름길 8-10, 지상1층",쌈밥,2017-04-11,2017-06-01,
두배갈비행구점,"강원도 원주시 행구로 166, 지상1층 (행구동)",등심구이,2015-04-15,2015-05-22,
진송오리,"강원도 원주시 소초면 황골로 194-6, 가동 지상1층",오리구이,2015-04-15,2015-05-22,2020-12-02
서우부대찌개,강원도 원주시 섭재삼보길 248 (반곡동),부대찌개,2017-04-11,2017-06-01,2020-12-02
개코네돈까스,"강원도 원주시 남원로469번길 7-9, 1층 (명륜동)","돈까스,소바",2021-04-15,2021-06-10,
24시전주명가콩나물국밥(단계점),"강원도 원주시 봉화로 12, 지상1층 (단계동)",콩나물국밥,2016-05-03,2016-06-02,2020-12-02
흥양송어횟집,"강원도 원주시 소초면 치악로 2382, 지상1층",송어회,2017-04-11,2017-06-01,2020-12-02
원주산더미불고기,"강원도 원주시 백간공원길 11-3, 지상1층 (단계동)",불고기,2016-05-02,2016-06-02,
무실면옥,"강원도 원주시 시청로 28, 지상1층 101~104호 (무실동, 올림픽프라자)",냉면,2018-04-03,2018-05-15,
쟈스민(관설점),"강원도 원주시 나비허리길 151, 지상1층 (관설동)",짜장면,2017-04-10,2017-06-01,2020-12-02
원주엄니추어탕 우리한우,"강원도 원주시 남산로 101, 지상1층 (일산동)","추어탕,한우",2021-04-20,2021-06-10,
전주콩나물국밥,"강원도 원주시 문막읍 원문로 1314, 지상1층",콩나물국밥,2016-05-02,2016-06-02,
한돈가,"강원도 원주시 천매봉길 77 (단구동, 1층)",삼겹살구이,2017-04-12,2017-06-01,2020-12-02
도원능이백숙,"강원도 원주시 갈촌길 73, 1층 (관설동)",양념갈비,2017-04-10,2017-06-01,
서곡짬뽕,"강원도 원주시 판부면 백운정길 1, 지상1층",짬뽕,2019-11-01,2019-11-01,2022-06-24
누나네낙지,"강원도 원주시 봄마중길 35 (반곡동, 1층)",낙지볶음,2017-04-12,2017-06-01,2020-12-02
고미담,"강원도 원주시 황금로 5 (반곡동, B103호,B104호,B105호)",갈비,2020-06-02,2020-06-02,2020-12-02
부산자갈치 생선구이,"강원도 원주시 판부면 매봉길 42-12, 1층",생선구이,2019-11-01,2019-11-01,2020-12-02
항아리보쌈돌돌이김치혁신점,"강원도 원주시 혁신로 61, 2층 (반곡동, 203,204호)",보쌈,2021-04-21,2021-06-10,2022-04-05
고려원사랑채,"강원도 원주시 행가리1길 14, 지상1층 (무실동, 외3필지 1 )",한식,2017-04-13,2017-06-01,2020-12-02
택이네조개전골,"강원도 원주시 능라동길 46, 지상1층 (무실동)",순대,2017-04-13,2017-06-01,
제주흑돼지장군집,"강원도 원주시 혁신로 61, 3층 306~307호 (반곡동)",제주흑돼지,2021-04-08,2021-06-10,
두끼떡볶이(원주무실점),"강원도 원주시 능라동길 30, 지상2층 206호 (무실동)",분식뷔페,2018-04-16,2018-05-15,2020-12-02
일호감자탕(봉화산점),강원도 원주시 백간공원길 25 (단계동),"감자탕,뼈찜",2021-04-22,2021-06-10,
안동본가국밥원주혁신점,"강원도 원주시 황금로 11 (반곡동, 201호)",한식,2019-11-01,2019-11-01,2020-12-02
팔팔풍천민물장어,"강원도 원주시 천사로 16, 2동 (단계동)",장어구이,2018-04-12,2018-05-15,2020-12-02
버섯마루,"강원도 원주시 로아노크로 28, 지상1층 (단계동)",버섯육개장,2018-04-11,2018-05-15,
바다회명가해원,"강원도 원주시 양지로 64, 3,4층 (반곡동)",생선회,2021-04-19,2021-06-10,
통큰낙지(원주점),"강원도 원주시 시청로 30, 지상1층 103호~107호 (무실동, 메트로프라자)",낙지볶음,2018-04-03,2018-05-15,
일미삼겹살원주혁신도시점,"강원도 원주시 양지뜰1길 28, 1층 (반곡동)",삼겹살,2021-04-05,2021-06-10,
수미감자탕,"강원도 원주시 지정면 신지정로 201-4, 1층",감자탕,2020-06-02,2020-06-02,2020-12-02
도향막국수,"강원도 원주시 단구로 80, 1층 (단계동)",막국수,2020-06-02,2020-06-02,
미돈미가,"강원도 원주시 혁신로 19, 1층 101호일부,102호일부호 (반곡동)","돈까스,쌀국수",2019-04-17,2019-06-18,2020-12-02
담짜장,"강원도 원주시 혁신로 19, 1층 102호일부,103호,104호 (반곡동)",짜장면,2019-04-17,2019-06-18,2020-12-02
고기로1-1,"강원도 원주시 버들만이길 1-1, 1층 일부호 (반곡동)",삼겹살,2021-04-26,2021-06-10,
오가네손두부막국수코끼리핫도그,"강원도 원주시 지정면 소금산길 36, 1층",손두부찌개,2019-11-01,2019-11-01,2022-06-24
소오,"강원도 원주시 삼광2길 19, 1층 (봉산동)",주꾸미,2020-06-02,2020-06-02,2020-12-02
청담생고기,"강원도 원주시 능라동길 9, 1층 (무실동)",돼지고기,2020-06-02,2020-06-02,2020-12-02
염소자리,"강원도 원주시 서원대로 121-9, 1층 (단계동)",염소고기,2019-11-01,2019-11-01,2020-12-02
먹빵쭈꾸미,"강원도 원주시 지정면 신지정로 205, 1층",철판쭈꾸미,2021-04-15,2021-06-10,
원주족발맛집,"강원도 원주시 남원로442번길 26, 1층 좌측상가호 (단구동)","족발,보쌈",2020-06-02,2020-06-02,2020-12-02
더클래식앤,"강원도 원주시 서원대로 121-1, 7층 (단계동)",뷔페,2019-11-01,2019-11-01,2020-12-02
문막우미관,"강원도 원주시 문막읍 원문로 1734-20, 1층",돼지갈비,2020-06-02,2020-06-02,2020-12-02
소담촌,"강원도 원주시 능라동길 47, 3층 304,305,306호 (무실동)","월남쌈,샤브샤브",2021-04-22,2021-06-10,
오서방보쌈,"강원도 원주시 만대공원길 18-3, 1층 (무실동)","보쌈,닭백숙",2019-11-01,2019-11-01,
안432,"강원도 원주시 버들만이길 12, 1층 102,103호 (반곡동)","돈가스,소바",2021-04-26,2021-06-10,
초록염소탕,"강원도 원주시 흥양로 78-1, 1층 (태장동)",염소탕,2020-06-02,2020-06-02,2020-12-02
아름삼계탕,"강원도 원주시 중평길 78, 1층 (평원동)",삼계탕,2020-06-02,2020-06-02,2020-12-02
해아름,"강원도 원주시 남원로442번길 1, 1층 (단구동)","해물탕, 해물찜",2022-06-24,2022-06-24,
올레막국수,강원도 원주시 소초면 평장동길 86-5,막국수,2021-04-13,2021-06-10,
총두순대,강원도 원주시 이화6길 20 (단계동),순대,2021-04-22,2021-06-10,
안동한우곱창원주기업도시점,"강원도 원주시 지정면 무릉로 43, 109,110,111,112호",곱창,2021-04-15,2021-06-10,2022-06-24
라라코스트원주기업도시점,"강원도 원주시 지정면 무릉로 35-1, 2층 205,206,207호","파스타,스테이크",2021-04-26,2021-06-10,
승화식당,강원도 강릉시 경강로 2164 (옥천동),아귀찜,2014-11-10,2014-12-01,2018-10-02
동방불패,강원도 강릉시 강릉대로269번길 20-1 (교동),찌개백반,1997-07-01,1997-07-07,2002-06-27
경포동해횟집,강원도 강릉시 창해로 491 (강문동),"생선회,매운탕",1998-05-02,1998-05-06,2003-07-15
옛날집한정식,"강원도 강릉시 중앙시장3길 12, 1층 (성남동)",한정식,2013-03-22,1999-10-28,2019-10-29
신부산처녀횟집,"강원도 강릉시 창해로 491, 2동 1층 2호 (강문동)","생선회, 매운탕",1997-07-01,1997-07-07,2006-07-13
경포한미회대게,"강원도 강릉시 창해로 491, 1층 3호 (강문동)","활어회, 매운탕",1997-07-01,1997-07-07,2021-11-26
영진횟집,강원도 강릉시 연곡면 해안로 1429,"생선회,매운탕",2000-07-20,2000-07-24,2003-07-15
은파횟집,강원도 강릉시 창해로350번길 29 (강문동),"모듬회, 매운탕",2012-04-13,2012-06-12,2019-10-29
길목풍천장어,강원도 강릉시 성산면 구산길 92,장어구이,1997-07-01,1997-07-07,2018-10-02
감자바우식당,"강원도 강릉시 금성로35번길 4, 2층 (성남동)","감자옹심이, 칼국수",2017-03-28,2017-04-11,2021-11-26
늘봄공원,강원도 강릉시 경강로 2510 (송정동),한정식,1999-12-25,1999-12-28,2003-07-15
신동보성,강원도 강릉시 신대학길 9 (금학동),"자장면,탕수육",2010-09-29,2010-09-29,2018-10-02
유광회관,강원도 강릉시 주문진읍 주문로 95,한식,1997-07-01,2000-07-24,2005-07-13
창하한정식,강원도 강릉시 금성로45번길 10-1 (성남동),한정식,1997-07-01,1997-07-07,2015-09-18
인화회관,강원도 강릉시 주문진읍 연주로 374,한정식,1998-10-20,1998-10-24,2002-06-27
감천골,강원도 강릉시 성덕포남로152번길 16 (포남동),쌈밥정식,2004-07-02,2004-08-12,2017-07-06
옹고집보쌈,강원도 강릉시 임영로 101 (성남동),보쌈,1997-12-01,1997-12-10,2001-07-11
남산막국수,"강원도 강릉시 강변로 226, 1층 (노암동)",막국수,2015-03-31,2015-04-27,2021-11-26
동궁염소탕,강원도 강릉시 강릉대로419번길 17 (포남동),"흑염소탕,전골",1997-07-01,1997-07-07,2021-11-26
풍차레스토랑,강원도 강릉시 경포로100번길 10-10 (교동),스테이크,2014-04-04,2014-06-18,2016-09-21
예향한정식,강원도 강릉시 경강로2018번길 35 (명주동),해물찜,2007-10-01,2007-11-23,2009-06-25
딸부자막국수,강원도 강릉시 강동면 대동안길 17,"막국수,수육",1997-07-01,1997-07-07,2021-11-26
강경생고기,강원도 강릉시 경강로2024번길 26 (명주동),"불고기,제육볶음",1997-07-01,1997-07-07,2020-11-09
춘하추동(포남점),강원도 강릉시 남구길 24 (포남동),해장국,2000-04-01,2000-04-03,2003-07-15
칸문화의거리점,강원도 강릉시 문화의길8번길 2 (임당동),일식,1997-12-01,1997-12-10,2002-06-27
산두꺼비식당,강원도 강릉시 남구길18번길 36 (포남동),백반,2015-03-31,2015-04-27,2021-11-26
주문진함흥횟집,강원도 강릉시 주문진읍 신리천로 9,"활어회,매운탕",1999-07-11,1999-07-11,2013-11-01
숙이네횟집,강원도 강릉시 주문진읍 신리천로 17,"생선회,매운탕",1998-05-02,1998-05-06,2005-07-13
영진댁,강원도 강릉시 주문진읍 신리천로 9-1,생선회,2004-12-03,2004-12-03,2010-06-30
뚱보냉면,강원도 강릉시 토성로 156-2 (임당동),"수육, 냉면, 설렁탕",2017-06-09,2017-07-13,2021-11-26
동창숯불갈비,강원도 강릉시 문화의길7번길 12-1 (임당동),한식,2004-01-07,2004-01-07,2005-07-13
본전식당본점,강원도 강릉시 옥가로19번길 11 (옥천동),해물잡탕,1997-07-01,1997-07-07,2001-07-11
횡성한우촌,강원도 강릉시 성덕포남로200번길 6 (포남동),한식,2004-03-19,2004-04-06,2007-07-05
동화가든원조짬순,강원도 강릉시 초당순두부길77번길 15 (초당동),"청국장,순두부,짬뽕순두부",1997-07-07,1997-07-07,2021-11-26
최일순짬뽕순두부(충남대전식당),강원도 강릉시 해안로 517 (안현동),탕반류,1997-07-07,1997-07-07,2002-06-27
솔바로횟집,강원도 강릉시 사천면 진리해변길 111,"생선회, 물회",2007-06-11,2007-07-20,2010-06-30
숲속집,강원도 강릉시 성산면 칠봉로 15-7,순대국,2011-05-19,2011-05-19,2021-11-26
고궁한정식,강원도 강릉시 중앙시장3길 15-3 (성남동),한정식,2017-09-01,2017-09-29,2021-11-26
농촌한정식,강원도 강릉시 임영로164번길 3 (임당동),한정식,2004-03-22,2004-04-06,2021-11-26
장서원해스롤,강원도 강릉시 임영로116번길 3-1 (성내동),"일식,냉면",2007-06-11,2007-07-20,2010-06-30
늘푸른쌈집,강원도 강릉시 주문진읍 연주로 283,쌈밥정식,1997-07-01,1997-07-07,2017-07-06
진보양푼이물회,강원도 강릉시 사천면 진리해변길 67,물회,2017-09-01,2017-09-29,2021-11-26
강릉해물탕,강원도 강릉시 토성로191번길 13 (교동),한정식,2005-04-14,2005-06-16,
납돌추어탕,강원도 강릉시 경강로2323번길 15 (포남동),추어탕,1997-07-01,1997-07-07,2002-06-27
태백가든,강원도 강릉시 율곡초교길47번길 21 (교동),한우생고기,2014-04-02,2014-06-18,2019-10-29
청기와한정식,강원도 강릉시 동부시장1길 5 (옥천동),한정식,1997-07-01,1997-07-07,2002-06-27
한우만무한리필,강원도 강릉시 정원로 74-23 (교동),곰치국,2011-05-19,2011-05-17,
백송가든,강원도 강릉시 화부산로 78 (교동),"갈비,등심",2001-07-20,2001-07-23,2002-06-27
초당맷돌순두부,강원도 강릉시 초당순두부길 75 (초당동),육개장순두부전골,2015-11-04,2015-11-17,2021-11-26
평지해장국,강원도 강릉시 강릉대로 98-1 (홍제동),해장국,1999-07-11,2000-07-24,2005-07-13
선자령,강원도 강릉시 하평길 66 (포남동),구이류,1998-05-02,1998-05-06,2001-07-11
현자네해물촌,강원도 강릉시 주문진읍 해안로 1619,해물찜,2009-03-31,2009-04-23,2013-11-01
