업소명,도로명주소,주요음식,신청일자,지정일자,재지정일자
설악숯불갈비,강원도 인제군 북면 원통로147번길 24-2,"돼지갈비, 등심",2005-06-30,2005-07-01,2020-12-07
대장금 이모곱창,강원도 인제군 서화면 천도로 114,한식,2007-05-25,2007-06-01,2008-12-17
원진CAFE,강원도 인제군 북면 백담로 97,"황태정식, 더덕정식",2005-06-30,2005-07-01,2015-11-30
황태촌 식당,강원도 인제군 북면 황태길 372,"황태양념구이, 황태해장국",2006-06-01,2006-07-01,2012-11-09
부흥식당,강원도 인제군 북면 황태길 367,"황태양념구이, 황태해장국",2011-11-15,2006-07-01,2020-12-07
통나무집,강원도 인제군 인제읍 설악로 2362,"동태탕,메기매운탕",2016-10-14,2016-12-01,2017-12-04
한우명가,강원도 인제군 인제읍 비봉로15번길 22,"한우등심, 돼지갈비",2011-01-03,2010-12-23,2020-12-07
하늘마당,강원도 인제군 남면 어론길 4,"송어회, 매운탕",2011-11-15,2011-11-15,2015-11-30
용대황태구이,강원도 인제군 북면 미시령로 13,"황태정식, 황태해장국",2013-12-09,2013-11-28,2020-12-07
황태명품관 식당,강원도 인제군 북면 황태길 373,황태,2015-09-15,2015-11-30,2020-12-07
라종호의 황태세상,강원도 인제군 북면 미시령로 1347,"황태구이, 황태해장국",2013-12-09,2013-11-28,2015-11-30
다올가든,강원도 인제군 북면 원통로 256,"장작설렁탕,왕갈비탕,갈치조림",2015-10-05,2015-11-30,2020-12-07
퇴골오리정육식당,강원도 인제군 북면 금강로 5,한우상차림,2015-09-22,2015-11-30,2018-11-08
함흥식당,강원도 고성군 거진읍 거탄진로 148,"해물탕,곰치국,생선찜 등",2016-10-26,2016-12-15,2021-11-16
남경식당,강원도 고성군 토성면 토성로 140,"갈비탕,돌솥설렁탕,도가니탕",2012-10-31,2012-11-01,2015-12-11
백송숯불갈비,강원도 고성군 간성읍 간성로 31-1,,2008-09-11,2008-07-09,
본래순대 고성점,강원도 고성군 간성읍 고성중앙1길 23,순대국,2020-09-18,2020-10-20,2021-11-16
영동횟집,강원도 고성군 현내면 대진항길 91,"생선회, 생선매운탕",2001-06-07,2001-06-07,2008-07-09
요거프레소 강원간성점,강원도 고성군 간성읍 간성로 66,"쌈밥, 된장찌개",2004-06-07,2004-07-05,2009-07-27
성진회관,강원도 고성군 거진읍 거탄진로 99,"생태찌개, 두루치기",2002-05-27,2002-07-05,2021-11-16
미시령 본가 막국수,강원도 고성군 토성면 고성대로 47-7,"막국수, 갈비탕, 설렁탕",2013-11-07,2013-11-04,
일미숯불갈비,강원도 고성군 거진읍 거진길 38-5,육류,2020-09-18,2020-10-20,2021-11-16
통일면옥,강원도 고성군 간성읍 진부령로 2401,"양념갈비,냉면",2006-07-05,2006-07-05,2007-07-13
천진칼국수식당,강원도 고성군 토성면 토성로 144,"생선찌개, 불백",2003-06-09,2003-07-05,2009-07-27
무등숯불갈비,강원도 고성군 거진읍 거탄진로 68-1,"등심, 돼지갈비",2001-06-07,2001-06-07,2009-07-27
노송공원,"강원도 고성군 토성면 용원로 20-3, 노송공원","등심, 소갈비",2001-06-07,2001-06-07,2009-07-27
학야리막국수,강원도 고성군 토성면 무릉도원로 352-6,"막국수,토종닭",2006-07-05,2006-07-05,2007-07-13
동루골막국수,강원도 고성군 토성면 동루골길 3-14,"막국수,토종닭",2006-07-05,2006-07-05,2013-11-04
장안면옥,강원도 고성군 간성읍 간성로30번길 10,"돼지갈비, 등심, 갈비전골",2009-07-07,2009-07-27,
제일회활어마트,강원도 고성군 토성면 아야진해변길 117,"생선회, 생선매운탕",2005-06-07,2005-07-05,2008-07-09
통일횟집,강원도 고성군 죽왕면 가진해변길 35,"생선회, 생선매운탕",2009-07-07,2009-07-27,2012-11-01
만성횟집,강원도 고성군 죽왕면 심층수길 33,"생선회, 생선매운탕",2003-06-09,2003-07-05,2009-07-27
동명능이백숙,강원도 고성군 거진읍 자산천로 36,"막국수,오리백숙",2001-06-07,2001-06-07,2021-11-16
동해활어자연산전문점,강원도 고성군 토성면 아야진해변길 80,"회,매운탕,물회",2012-10-31,2012-11-01,2021-11-16
갈매기횟집,강원도 고성군 토성면 아야진해변길 80,"생선회, 생선매운탕",2009-07-07,2009-07-27,2018-11-16
해금강한식당,강원도 고성군 현내면 금강산로 416,불낙전골.황태해장국,2006-07-05,2006-07-05,2008-07-09
화진포박포수가든,강원도 고성군 현내면 화진포서길 76,"막국수, 시골두부",2007-06-08,2007-07-13,2021-11-16
아야(aya)137씨푸드,강원도 고성군 토성면 아야진해변길 137,"생선회,매운탕",2012-10-31,2012-11-01,
경희맛집,강원도 고성군 간성읍 간성북로 4,"부대찌개,갈비탕,낙지비빔밥",2017-09-27,2017-11-29,2021-11-16
청우가든,강원도 고성군 간성읍 남천마루3길 1,"등심, 돼지갈비",2001-06-07,2001-06-07,2011-10-27
화진포막국수,강원도 고성군 거진읍 화진포길 21,"막국수, 편육",2005-05-27,2005-07-05,2018-11-16
삼포마당넓은집,강원도 고성군 죽왕면 삼포길 155-5,"토종닭, 막국수, 추어탕, 삼겹살",2009-07-07,2009-07-27,
바다횟집,강원도 고성군 거진읍 반암길 42,"생선회, 생선매운탕",2004-06-07,2004-07-05,
솔밭가든,강원도 고성군 현내면 금강산로 136,"생갈비,양념갈비",2006-07-05,2006-07-05,2008-07-09
춘천닭갈비,강원도 고성군 간성읍 간성로29번길 16,"닭갈비, 돼지고기주물럭",2019-09-17,2019-11-08,
해오름 거진항생선찜,강원도 고성군 거진읍 반암길 38,"생선회, 생선매운탕",2005-05-27,2005-07-05,2021-11-16
금강산횟집,강원도 고성군 현내면 대진항길 85,"생선회,생선매운탕,물회",2016-10-26,2016-12-15,2021-11-16
영동숯불갈비,강원도 고성군 죽왕면 오호천길 3,"돼지구이,소갈비,갈비탕",2006-07-05,2006-07-05,2015-12-11
거진횟집,강원도 고성군 거진읍 거진항1길 52,"생선회, 생선매운탕",2007-06-08,2007-07-13,2009-07-27
설악정썸데이,강원도 고성군 토성면 미시령옛길 1153,"불고기정식,쌈밥정식",2006-07-05,2006-07-05,2009-07-27
원당감자탕,강원도 고성군 거진읍 거진길 25-1,"뼈해장국, 뼈감자탕, 뼈찜",2009-07-07,2009-07-27,
부자막국수,강원도 고성군 토성면 인흥길 53,"토종닭, 편육",2005-06-07,2005-07-05,
신 한수위 숯불갈비,강원도 고성군 간성읍 간성로67번길 10,"한우불고기전골, 모두부백반",2017-09-27,2017-11-29,2021-11-16
경기이천횟집,강원도 고성군 거진읍 거진항1길 73,"생선회, 매운탕",2018-09-20,2018-11-16,2021-11-16
가조오리숯불구이,강원도 고성군 토성면 용원로 650-20,오리고기,2020-09-18,2020-10-20,2021-11-16
원토종두부마을,강원도 고성군 토성면 동해대로 4856,"두부전골, 버섯두부전골",2007-06-08,2007-07-13,2009-07-27
정가네 칼국수,강원도 고성군 죽왕면 삼포민박촌2길 5,"한식, 돼지양념갈비",2007-06-08,2007-07-13,
고모네집,강원도 고성군 토성면 교암길 24,"생선회, 생선매운탕",2004-06-07,2005-07-05,2008-07-09
다온까페,강원도 고성군 현내면 대진항길 69,"생선회, 생선매운탕",2009-07-07,2009-07-27,
고래등숯불갈비,강원도 고성군 간성읍 간성로 27,,2010-06-29,2010-07-28,
메밀촌 봉평 막국수,강원도 고성군 거진읍 포남길 46,"막국수,메밀전,편육",2019-09-10,2019-11-08,2021-11-16
청보,강원도 고성군 죽왕면 공현진해변길 95-3,"생선회,생선매운탕,물회",2016-10-26,2016-12-15,2021-11-16
금강보신삼계탕,강원도 고성군 거진읍 거탄진로 172,,2008-09-11,2008-07-09,
바다추억,강원도 고성군 죽왕면 가향길 2-7,"생선회, 생선매운탕",2005-06-07,2005-07-05,2015-12-11
소영횟집,강원도 고성군 거진읍 거진항1길 55,"생선회,매운탕",2012-10-31,2012-11-01,2017-11-29
원암리토종흙돼지가든,강원도 고성군 토성면 원암온천길 101,토종흙돼지,2006-07-05,2006-07-05,2018-11-16
금강산도식후경횟집,강원도 고성군 죽왕면 공현진해변길 95,"생선회,생선매운탕",2006-07-05,2006-07-05,2020-10-20
제비호식당,강원도 고성군 거진읍 거진항길 29,"매운탕,생선찌개",2006-07-05,2006-07-05,2013-11-04
금강산뷔페,강원도 고성군 현내면 금강산로 513,"한식, 뷔베식",2007-06-08,2007-07-13,2008-07-09
돌담집,강원도 고성군 죽왕면 운봉산로 22-15,"영양탕, 백숙, 추어탕",2007-06-08,2007-07-13,
초지가든,강원도 고성군 죽왕면 구성길 297,"막국수,토종닭,산채비빔밥",2006-07-05,2006-07-05,2009-07-27
금화정 막국수,강원도 고성군 토성면 화원길 42-21,"막국수, 수육, 메밀부침",2011-10-04,2011-10-27,2021-11-16
클럽하우스,강원도 고성군 토성면 잼버리동로 267,"황태해장국, 한정식, 슈하스코",2009-07-07,2009-07-27,
길가든,강원도 고성군 죽왕면 순포로 146,"오리구이, 황토오리찜",2007-06-08,2007-07-13,
홍가네,강원도 고성군 죽왕면 삼포해변길 10,,2010-06-29,2010-07-28,
해마루,강원도 고성군 토성면 토성로 54,,2008-09-11,2008-07-09,
불타는 청간가리비,강원도 고성군 토성면 아야진해변길 23,"생선회,매운탕",2012-10-31,2012-11-01,
고바우설렁탕,강원도 고성군 토성면 토성로 114,"냉면, 막국수, 토종닭, 순두부",2010-06-25,2010-07-28,
소담,강원도 고성군 간성읍 간성로 73-2,"생삼겹살, 양념갈비, 주물럭, 대나무통정식",2009-07-07,2009-07-27,2015-12-11
봉평메밀막국수냉면,강원도 고성군 간성읍 진부령로 2689-2,,2015-10-28,2015-12-11,2018-11-16
마실,강원도 고성군 거진읍 자산천로 41,"설렁탕,버섯전골,묵은지시레기해장국 등",2016-10-26,2016-12-15,2021-11-16
창바위식당,강원도 고성군 토성면 원암학사평길 28,,2010-06-29,2010-07-29,
장새미막국수,강원도 고성군 토성면 장새미길 13,,2010-06-29,2010-07-28,2020-10-20
경기이천횟집,강원도 고성군 거진읍 거진항1길 73,"생선회, 생선매운탕, 물회",2010-06-29,2010-07-28,2016-12-15
고성한우촌,강원도 고성군 간성읍 수성로 24,"한우특수부위모듬, 등심, 육회비빔밥",2013-11-07,2013-11-04,2021-11-16
향우촌(영농조합법인),강원도 고성군 죽왕면 동해대로 6546-6,"한우구이,불고기전골",2017-09-27,2017-11-29,
토성정육식당,강원도 고성군 토성면 토성로 140,"꽃등심, 삼겹살, 육회",2013-11-07,2013-11-04,2015-12-11
가진 이성업 부부횟집,강원도 고성군 죽왕면 가진길 30,"생선회, 매운탕",2013-11-07,2013-11-04,
고성부부횟집,강원도 고성군 죽왕면 가진해변길 88,생선회,2020-09-18,2020-10-20,2021-11-16
고성명태 한수위,강원도 고성군 죽왕면 동해대로 5841,"명태정식, 명태지리, 명태구이",2019-09-17,2019-11-08,2021-11-16
영미네,강원도 고성군 죽왕면 가진해변길 168,"생선회, 매운탕",2014-10-07,2014-11-14,2018-11-16
육장갈비 고성점,강원도 고성군 간성읍 간성로 17,"황제소갈비, 육장갈비, 돼지왕갈비",2019-09-10,2019-11-08,2021-11-16
신마포갈매기고성점,강원도 고성군 간성읍 간성로 27,육류,2020-09-18,2020-10-20,2021-11-16
진부령막국수,강원도 고성군 간성읍 진부령로 2652,,2015-10-28,2015-12-11,2021-11-16
박가네 메밀막국수,강원도 고성군 현내면 금강산로 51,,2015-10-28,2015-12-11,2021-11-16
바다정원 신관,강원도 고성군 토성면 버리깨길 23,"물회파스타,홍게로제파스타,마늘돈가스 등",2016-10-26,2016-12-15,2021-11-16
건봉막국수,강원도 고성군 간성읍 건봉사로 378,,2021-09-15,2021-11-16,
우두촌 소머리국밥,강원도 고성군 간성읍 간성북로7번길 45,"소머리국밥,전복만두국,소머리수육샤브샤브",2017-09-27,2017-11-29,2021-11-16
예촌숯불갈비,강원도 고성군 간성읍 수성로 55-6,"숯불구이,생삼겹",2017-09-27,2017-11-29,2021-11-16
무진장횟집,강원도 고성군 거진읍 거진항1길 49-1,"생선회, 매운탕",2019-09-10,2019-11-08,2021-11-16
청우,강원도 고성군 간성읍 남천마루3길 2-5,육류,2020-09-18,2020-10-20,2021-11-16
봉포대게찜 게 섯거라,"강원도 고성군 토성면 광포길 58, 게섯거라",,2021-09-15,2021-11-16,
고식당,"강원도 고성군 토성면 교암길 80, 2층",,2021-09-21,2021-11-16,
단양면옥,강원도 양양군 양양읍 남문6길 3,"냉면,메밀국수",2001-06-18,2001-06-30,2021-11-01
입암메밀타운,강원도 양양군 현남면 화상천로 155,"메밀국수,수육",2004-06-14,2001-06-30,2021-11-01
제일반점,강원도 양양군 양양읍 남문5길 15-1,"자장면,잠뽕",2001-06-18,2001-06-30,2012-11-01
미우돈가,강원도 양양군 양양읍 남문9길 20,"한우, 갈비 등",2001-06-18,2001-06-30,2017-11-01
양양면옥,강원도 양양군 양양읍 남문로 16-7,"냉면,메밀국수",2001-06-18,2001-06-30,2017-11-01
춘천면옥,강원도 양양군 양양읍 남문로 16-12,막국수,2001-06-18,2001-06-30,2017-11-01
원산회집,강원도 양양군 강현면 해맞이길 36,"생선회, 매운탕",2019-10-07,2019-11-01,2021-11-01
마포숯불갈비,강원도 양양군 양양읍 남문로 16-10,소.돼지갈비,2005-07-01,2005-07-01,2018-11-01
해물나라,강원도 양양군 강현면 해맞이길 4,"해물탕,해물칼국수",2001-06-18,2001-06-30,2003-07-01
못잊어식당,강원도 양양군 양양읍 남문6길 10-21,"돌솥밥, 해물탕",2001-06-18,2001-06-30,2007-07-01
동해막국수,강원도 양양군 현남면 동해대로 54,"메밀국수, 수육",2018-10-12,2018-11-01,2021-11-01
동부식당,"강원도 양양군 양양읍 남문3길 14, 1층","아구찜,육개장",2001-06-18,2001-06-30,2017-11-01
새제일반점,강원도 양양군 양양읍 양양로 33-1,"짜장면,짬뽕,우동",2001-06-18,2001-06-30,
흥미회집,강원도 양양군 손양면 수산1길 47,"생선회, 물회",2018-10-12,2018-11-01,2021-11-01
일출한식당,강원도 양양군 강현면 일출로 31-10,"해물탕,회",2001-06-18,2001-06-30,2009-07-01
명선네참맛골,강원도 양양군 양양읍 관아길 4-1,"삼겹살,오리구이",2009-06-19,2009-07-01,2021-11-01
월웅식당,강원도 양양군 양양읍 남대천로 3,"뚜거리탕, 은어튀김",2001-06-18,2001-06-30,2002-05-15
범바우막국수,강원도 양양군 강현면 동해대로 3277-22,메밀국수,2009-06-10,2009-07-01,2021-11-01
감나무식당,강원도 양양군 양양읍 안산1길 73-6,황태해장국,2011-09-29,2011-11-01,2017-11-01
실로암메밀국수,강원도 양양군 강현면 장산3길 17,메밀국수,2014-10-17,2014-11-01,2021-11-01
와바 탭 하우스,강원도 양양군 강현면 일출로 43-7,생선회,2001-06-18,2001-06-30,2009-07-01
테스,"강원도 양양군 양양읍 양양로 51, 2층",돈까스,2001-06-18,2001-06-30,2003-07-01
정인회식당,강원도 양양군 강현면 낙산사로 32,"해물탕,생선회",2001-06-18,2001-06-30,2010-07-01
송전메밀국수,강원도 양양군 손양면 송평길 4-23,메밀국수,2011-09-29,2011-11-01,2021-11-01
동해순두부,강원도 양양군 현남면 동해대로 56,순두부백반,2001-06-18,2002-05-15,2003-07-01
순면옥,강원도 양양군 양양읍 동해대로 2825,"냉면,메밀국수",2001-06-18,2002-05-15,2003-07-01
송이버섯마을,강원도 양양군 양양읍 남대천로 55-20,버섯전골,2001-06-18,2001-06-30,2021-11-01
퍼스트플로어,강원도 양양군 강현면 동해대로 3277-3,"해물탕,생선회",2001-06-18,2001-06-30,2007-07-01
녹원갈비,강원도 양양군 양양읍 거마천로 60,돼지갈비,2001-06-18,2001-06-30,2015-11-02
등불,강원도 양양군 양양읍 포월나들길 23,등심구이,2003-06-23,2003-07-01,2021-11-01
천선식당,강원도 양양군 양양읍 남대천로 13,"뚜거리탕,은어튀김",2001-06-18,2002-05-15,2003-07-01
설악역,강원도 양양군 강현면 동해대로 3397,"돈까스,가재요리",2004-06-14,2004-07-01,2009-03-05
명랑삼겹살,강원도 양양군 양양읍 남문7길 12,"삼겹살,불백",2001-06-18,2001-06-30,
함경면옥,강원도 양양군 양양읍 남문2길 7,"냉면,메밀국수",2001-06-18,2001-06-30,2021-11-01
도원식당,강원도 양양군 강현면 일출로 18,"대구탕,곰치탕",2001-06-18,2001-06-30,2014-11-01
동거동락,강원도 양양군 양양읍 남문9길 18,"삼겹살,소갈비살",2008-06-16,2008-07-01,2021-11-01
동호회관,강원도 양양군 강현면 안골로 3,돌솥밥,2007-06-08,2007-07-01,2013-11-01
송이골,강원도 양양군 손양면 동명로 4,송이돌솥밥,2001-06-18,2001-06-30,2019-11-01
유황생오리숯불구이,강원도 양양군 양양읍 남문로 23,생오리숯불구이,2014-10-15,2014-11-01,2021-11-01
맘마,"강원도 양양군 양양읍 남문5길 4, 2층",스파게티.돈까스,2005-07-01,2005-07-01,2009-07-01
